File_Name,Pitch,Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Emotion
03-01-05-01-02-02-01.wav,41.929443,0.010389194,-557.4182739257812,59.952056884765625,-3.688814640045166,12.91679573059082,-0.013789423741400242,8.497369766235352,-7.38967227935791,1.7407536506652832,-4.216524124145508,-5.308587074279785,-10.20217227935791,-4.530848026275635,0.6808321475982666,angry
03-01-03-01-01-01-01.wav,40.09404,0.004056211,-679.5387573242188,78.6984634399414,0.6677377223968506,10.390019416809082,5.207020282745361,11.525228500366211,-7.043530464172363,2.034918785095215,-6.769452095031738,-3.4523165225982666,-8.604058265686035,-2.143096685409546,2.1536030769348145,happy
03-01-03-02-02-02-01.wav,38.216362,0.009871895,-568.1387939453125,70.80917358398438,-8.760222434997559,11.967098236083984,-2.9723803997039795,10.00124740600586,-8.55140495300293,0.027817845344543457,-9.052507400512695,-6.328847408294678,-12.138223648071289,-7.093577861785889,1.7016894817352295,happy
03-01-03-01-02-01-01.wav,42.26528,0.0036503486,-693.6092529296875,77.67327880859375,2.3561034202575684,12.037885665893555,5.272909641265869,9.537618637084961,-5.277848720550537,3.8140175342559814,-8.264009475708008,-3.206486701965332,-11.793281555175781,-2.4545705318450928,4.3342390060424805,happy
03-01-05-02-02-02-01.wav,42.148186,0.08850297,-338.9791259765625,44.904930114746094,-24.296865463256836,3.9212262630462646,-13.280725479125977,1.4560019969940186,-13.051088333129883,-4.972659111022949,-16.886796951293945,-7.368749618530273,-14.381402969360352,-8.851162910461426,-2.096672773361206,angry
03-01-03-01-02-02-01.wav,32.253834,0.0036507975,-683.9314575195312,74.13294219970703,1.0578562021255493,17.88667869567871,6.339445114135742,11.59382152557373,-5.891602993011475,6.8250274658203125,-6.587666988372803,-1.8747081756591797,-10.637552261352539,-2.125946283340454,2.7909560203552246,happy
03-01-05-01-02-01-01.wav,44.831245,0.0066069933,-595.0242919921875,58.63151931762695,-2.327617883682251,13.655264854431152,2.5868279933929443,7.25531005859375,-6.046741962432861,2.112173080444336,-5.780329704284668,-4.342125415802002,-9.432347297668457,-3.437716245651245,-0.095187246799469,angry
03-01-03-02-02-01-01.wav,33.480274,0.010461957,-554.230712890625,70.28367614746094,-10.080168724060059,11.619574546813965,-1.2718132734298706,10.029098510742188,-6.932470798492432,-0.2982608377933502,-9.178950309753418,-6.300987720489502,-12.876888275146484,-5.181731224060059,3.7896859645843506,happy
03-01-01-01-02-02-01.wav,39.404858,0.0025207684,-710.9752807617188,67.56488037109375,5.782241344451904,13.23072624206543,6.190845489501953,12.628252029418945,-1.6751694679260254,5.657493591308594,-4.950634002685547,-3.4775454998016357,-7.416557788848877,-1.9370039701461792,2.2715253829956055,sad
03-01-05-02-01-02-01.wav,40.57229,0.031457525,-398.3309326171875,52.28168869018555,-28.39771842956543,12.267396926879883,-10.859696388244629,3.7202889919281006,-12.748706817626953,-1.9727649688720703,-11.157866477966309,-6.1966986656188965,-13.095329284667969,-9.452901840209961,-1.8068534135818481,angry
03-01-01-01-01-02-01.wav,40.04764,0.0022580326,-719.1282958984375,70.20156860351562,1.1683969497680664,13.122543334960938,7.836949825286865,14.411290168762207,-4.111359596252441,4.468973159790039,-3.539367198944092,-3.658607244491577,-7.64850378036499,-1.477077603340149,3.0318210124969482,sad
03-01-03-02-01-01-01.wav,46.254246,0.006117453,-627.4204711914062,67.70438385009766,-6.669488906860352,9.967615127563477,-3.0760908126831055,7.208736896514893,-5.0634565353393555,-2.9935550689697266,-10.52482795715332,-4.989576816558838,-8.10744571685791,-8.362473487854004,0.33147838711738586,happy
03-01-05-01-01-01-01.wav,45.442226,0.008106401,-578.9886474609375,62.40531539916992,-8.723745346069336,13.807443618774414,1.7894552946090698,6.85379695892334,-6.779373645782471,1.6812310218811035,-3.129483222961426,-0.8724654316902161,-9.711342811584473,-3.9222543239593506,1.1898442506790161,angry
03-01-03-02-01-02-01.wav,33.544033,0.0077350195,-591.97021484375,72.97100067138672,-6.905821800231934,4.64514684677124,0.4128642678260803,8.772310256958008,-4.154121398925781,-3.527296781539917,-8.415510177612305,-5.538169860839844,-10.657865524291992,-7.126158237457275,4.071781635284424,happy
03-01-05-02-01-01-01.wav,41.34243,0.051100228,-382.966064453125,53.87785720825195,-23.295196533203125,4.590451717376709,-9.28144359588623,-0.8777239918708801,-10.370430946350098,-2.3168540000915527,-15.354205131530762,-8.757009506225586,-11.34528923034668,-7.905379295349121,-5.038463115692139,angry
03-01-05-02-02-01-01.wav,48.490547,0.03165411,-433.9657287597656,53.98601531982422,-22.437210083007812,10.337305068969727,-7.014481544494629,4.446641445159912,-9.936924934387207,-1.8927366733551025,-10.486028671264648,-7.360678672790527,-12.758344650268555,-6.564419269561768,-1.5250011682510376,angry
03-01-01-01-02-01-01.wav,37.753353,0.0027071815,-714.9957275390625,69.68934631347656,3.9245641231536865,11.924189567565918,6.421722888946533,11.011613845825195,-2.8781027793884277,4.509557723999023,-4.476109027862549,-2.6715493202209473,-7.499283313751221,-2.962265729904175,1.8734846115112305,sad
03-01-01-01-01-01-01.wav,37.49801,0.0021197072,-726.2172241210938,68.54141998291016,3.2933976650238037,12.205300331115723,5.51027774810791,13.667409896850586,-2.983828544616699,3.098029613494873,-3.3108134269714355,-1.5643842220306396,-7.861652374267578,-2.124281644821167,2.8492040634155273,sad
03-01-03-01-01-02-01.wav,37.28797,0.004627866,-658.3062744140625,78.06348419189453,-0.7869633436203003,10.139039039611816,8.304725646972656,12.286282539367676,-4.871697902679443,0.5241582989692688,-5.596922397613525,-3.214564085006714,-9.87502384185791,-1.7062538862228394,3.7575342655181885,happy
03-01-05-01-01-02-01.wav,44.79356,0.009117907,-558.0902709960938,60.27303695678711,-9.117496490478516,13.649888038635254,-2.485257148742676,6.029659748077393,-7.823754787445068,0.5218871235847473,-7.946145057678223,-5.875874996185303,-9.344622611999512,-5.446145057678223,-1.7070969343185425,angry
03-01-05-02-01-02-19.wav,20.697226,0.0648696,-382.2433166503906,59.969573974609375,-32.373939514160156,-4.047813892364502,-6.247598171234131,-6.855563163757324,-16.80137062072754,0.0288765300065279,-7.471280097961426,0.282931923866272,-12.097858428955078,-3.3198583126068115,4.961324214935303,angry
